Table Name,Column Name,Position,Data Description,Units,Sample Data,DataType,MaxLength,MSAccessDataType
SiteOneLine.csv,Pool Availability_Notes,76,Provides a description of the NULL values in the Pool Availability field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,Pool Notes,77,Notes pertaining to the pool and/or hot tub observed on-site,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,Hot Tub Present,78,Indicates the presence of a hot tub on-site,,"N/A; 
No; 
Yes; 
N/A; 
No; 
Yes",varchar,1000,LongChar
SiteOneLine.csv,Hot Tub Area,79,Surface area of the hot tub observed on-site,Square feet,"61; 
36; 
49; 
28; 
46; 
64",decimal,9,Double
SiteOneLine.csv,Hot Tub Area_Notes,80,Provides a description of the NULL values in the Hot Tub Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,Qty Occupants,81,Quantity of occupants within the home,,"1; 
2; 
3; 
8; 
4; 
7",int,4,Integer
SiteOneLine.csv,Qty Occupants_Notes,82,Provides a description of the NULL values in the Qty Occupants field,,,varchar,250,Char
SiteOneLine.csv,Qty Bedrooms,83,The number of bedrooms,,"1; 
2; 
3; 
4; 
5; 
6",int,4,Integer
SiteOneLine.csv,Qty Bedrooms_Notes,84,Provides a description of the NULL values in the Qty Bedrooms field,,,varchar,250,Char
SiteOneLine.csv,Qty Bathrooms,85,The number of bathrooms,,"1; 
2; 
3; 
4; 
5; 
6",int,4,Integer
SiteOneLine.csv,Qty Bathrooms_Notes,86,Provides a description of the NULL values in the Qty Bathrooms field,,,varchar,250,Char
SiteOneLine.csv,Qty Rooms,87,The total number of rooms recorded on-site,,"3; 
14; 
8; 
12; 
16; 
13",int,4,Integer
SiteOneLine.csv,Qty Rooms_Notes,88,Provides a description of the NULL values in the Qty Rooms field,,,varchar,250,Char
SiteOneLine.csv,Qty Installed CFL Lamps,89,Quantity of CFL lamps installed on-site,,"6; 
9; 
10; 
12; 
20; 
5",int,4,Integer
SiteOneLine.csv,Qty Installed CFL Lamps_Notes,90,Provides a description of the NULL values in the Qty Installed CFL Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Installed LED Lamps,91,Quantity of LED lamps installed on-site,,"1; 
35; 
28; 
7; 
5; 
13",int,4,Integer
SiteOneLine.csv,Qty Installed LED Lamps_Notes,92,Provides a description of the NULL values in the Qty Installed LED Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Installed Incandescent Lamps,93,Quantity of Incandescent lamps installed on-site,,"3; 
13; 
32; 
9; 
12; 
10",int,4,Integer
SiteOneLine.csv,Qty Installed Incandescent Lamps_Notes,94,Provides a description of the NULL values in the Qty Installed Incandescent Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Installed Halogen Lamps,95,Quantity of Halogen lamps installed on-site,,"3; 
15; 
1; 
14; 
4; 
9",int,4,Integer
SiteOneLine.csv,Qty Installed Halogen Lamps_Notes,96,Provides a description of the NULL values in the Qty Installed Halogen Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Installed Incandescent / Halogen Lamps,97,Quantity of Incandescent/Halogen lamps installed on-site. This option was selected when field technicians could not differentiate whether a lamp was incandescent or halogen,,"4; 
1; 
2; 
3; 
7; 
6",int,4,Integer
SiteOneLine.csv,Qty Installed Incandescent / Halogen Lamps_Notes,98,Provides a description of the NULL values in the Qty Installed Incandescent / Halogen Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Installed Linear Fluor. Lamps,99,Quantity of Linear Fluorescent lamps installed on-site,,"2; 
8; 
4; 
10; 
1; 
20",int,4,Integer
SiteOneLine.csv,Qty Installed Linear Fluor. Lamps_Notes,100,Provides a description of the NULL values in the Qty Installed Linear Fluor. Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Installed Unknown Lamps,101,Quantity of Unknown or unidentifiable lamps installed on-site,,"8; 
2; 
1; 
5; 
9; 
3",int,4,Integer
SiteOneLine.csv,Qty Installed Unknown Lamps_Notes,102,Provides a description of the NULL values in the Qty Installed Unknown Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Installed Other Lamps,103,Quantity of Other lamps installed on-site,,"1; 
2; 
3; 
7; 
6; 
4",int,4,Integer
SiteOneLine.csv,Qty Installed Other Lamps_Notes,104,Provides a description of the NULL values in the Qty Installed Other Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Stored CFL Lamps,105,Quantity of CFL lamps stored on-site,,"6; 
9; 
10; 
12; 
20; 
5",int,4,Integer
SiteOneLine.csv,Qty Stored CFL Lamps_Notes,106,Provides a description of the NULL values in the Qty Stored CFL Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Stored LED Lamps,107,Quantity of LED lamps stored on-site,,"1; 
35; 
28; 
7; 
5; 
13",int,4,Integer
SiteOneLine.csv,Qty Stored LED Lamps_Notes,108,Provides a description of the NULL values in the Qty Stored LED Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Stored Incandescent Lamps,109,Quantity of Incandescent lamps stored on-site,,"8; 
20; 
17; 
1; 
3; 
5",int,4,Integer
SiteOneLine.csv,Qty Stored Incandescent Lamps_Notes,110,Provides a description of the NULL values in the Qty Stored Incandescent Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Stored Halogen Lamps,111,Quantity of Halogen lamps stored on-site,,"5; 
1; 
7; 
6; 
2; 
4",int,4,Integer
SiteOneLine.csv,Qty Stored Halogen Lamps_Notes,112,Provides a description of the NULL values in the Qty Stored Halogen Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Stored Incandescent / Halogen Lamps,113,Quantity of Incandescent/Halogen lamps stored on-site. This option was selected when field technicians could not differentiate whether a lamp was incandescent or halogen,,"1; 
2; 
3; 
5; 
10; 
11",int,4,Integer
SiteOneLine.csv,Qty Stored Incandescent / Halogen Lamps_Notes,114,Provides a description of the NULL values in the Qty Stored Incandescent / Halogen Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Stored Linear Fluor. Lamps,115,Quantity of Linear Fluorescent lamps stored on-site,,"2; 
1; 
4; 
8; 
18; 
9",int,4,Integer
SiteOneLine.csv,Qty Stored Linear Fluor. Lamps_Notes,116,Provides a description of the NULL values in the Qty Stored Linear Fluor. Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Stored Unknown Lamps,117,Quantity of Unknown or unidentifiable lamps stored on-site,,"3; 
1; 
2; 
4; 
3; 
1",int,4,Integer
SiteOneLine.csv,Qty Stored Unknown Lamps_Notes,118,Provides a description of the NULL values in the Qty Stored Unknown Lamps field,,,varchar,250,Char
SiteOneLine.csv,Qty Stored Other Lamps,119,Quantity of Other lamps stored on-site,,"1; 
1; 
1; 
1; 
1; 
1",int,4,Integer
SiteOneLine.csv,Qty Stored Other Lamps_Notes,120,Provides a description of the NULL values in the Qty Stored Other Lamps field,,,varchar,250,Char
SiteOneLine.csv,Total Installed Lighting,121,Total quantity of installed light,,"10; 
62; 
26; 
44; 
31; 
61",int,4,Integer
SiteOneLine.csv,Total Installed Lighting_Notes,122,Provides a description of the NULL values in the Total Installed Lighting field,,,varchar,250,Char
SiteOneLine.csv,Total Stored Lighting,123,Total quantity of stored lighting,,"19; 
21; 
22; 
4; 
1; 
10",int,4,Integer
SiteOneLine.csv,Total Stored Lighting_Notes,124,Provides a description of the NULL values in the Total Stored Lighting field,,,varchar,250,Char
SiteOneLine.csv,Attic Ceiling Area,125,Total square footage of the attic ceiling thermal boundary,Square feet,"1106.25; 
1100; 
1344; 
602; 
884; 
923",decimal,9,Double
SiteOneLine.csv,Attic Ceiling Area_Notes,126,Provides a description of the NULL values in the Attic Ceiling Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Attic Ceiling U-Value,127,Thermal transmittance (U-value) of the attic,BTU / (hr x F x square feet),"0.1466; 
0.0978; 
0.0838; 
0.0267; 
0.232; 
0.37",decimal,9,Double
SiteOneLine.csv,Attic Ceiling U-Value_Notes,128,Provides a description of the NULL values in the Attic Ceiling U-Value field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Roof Deck Ceiling Area,129,Total square footage of the roof deck ceiling thermal boundary,Square feet,"1344; 
760; 
762; 
411; 
388; 
952",decimal,9,Double
SiteOneLine.csv,Roof Deck Ceiling Area_Notes,130,Provides a description of the NULL values in the Roof Deck Ceiling Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Roof Deck Ceiling U-Value,131,Thermal transmittance (U-value) of the roof deck,BTU / (hr x F x square feet),"0.1466; 
0.0451; 
0.169; 
0.0978; 
0.0391; 
0.0458",decimal,9,Double
SiteOneLine.csv,Roof Deck Ceiling U-Value_Notes,132,Provides a description of the NULL values in the Roof Deck Ceiling U-Value field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,Sloped / Vaulted (no attic) Ceiling Area,133,Total square footage of the sloped or vaulted ceiling thermal boundary,Square feet,"1281.2; 
568; 
243.4; 
338; 
1622; 
942",decimal,9,Double
SiteOneLine.csv,Sloped / Vaulted (no attic) Ceiling Area_Notes,134,Provides a description of the NULL values in the Sloped / Vaulted (no attic) Ceiling Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Sloped / Vaulted (no attic) Ceiling U-Value,135,Thermal transmittance (U-value) of the sloped or vaulted ceiling,BTU / (hr x F x square feet),"0.0978; 
0.1466; 
0.0451; 
0.1015; 
0.0533; 
0.0221",decimal,9,Double
SiteOneLine.csv,Sloped / Vaulted (no attic) Ceiling U-Value_Notes,136,Provides a description of the NULL values in the Sloped / Vaulted (no attic) Ceiling U-Value field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Adiabatic Ceiling Area,137,Total square footage of the adiabatic ceiling thermal boundary,Square feet,"542.75; 
522; 
1060; 
1064; 
715; 
1080",decimal,9,Double
SiteOneLine.csv,Adiabatic Ceiling Area_Notes,138,Provides a description of the NULL values in the Adiabatic Ceiling Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Adiabatic Ceiling U-Value,139,Thermal transmittance (U-value) of the adiabatic ceiling,BTU / (hr x F x square feet),,decimal,9,Double
SiteOneLine.csv,Adiabatic Ceiling U-Value_Notes,140,Provides a description of the NULL values in the Adiabatic Ceiling U-Value field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,Other Ceiling Area,141,Total square footage of the other ceiling thermal boundary,Square feet,"69; 
55; 
915; 
128; 
108; 
166",decimal,9,Double
SiteOneLine.csv,Other Ceiling Area_Notes,142,Provides a description of the NULL values in the Other Ceiling Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Other Ceiling U-Value,143,Thermal transmittance (U-value) of the other ceiling thermal boundary,BTU / (hr x F x square feet),"0.204; 
0.0391; 
0.1466; 
0.37; 
0.2164; 
0.0385",decimal,9,Double
SiteOneLine.csv,Other Ceiling U-Value_Notes,144,Provides a description of the NULL values in the Other Ceiling U-Value field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,Total Ceiling Area,145,Total square footage of the all ceiling thermal boundaries,Square feet,"1106; 
1100; 
1344; 
1883; 
1452; 
923",decimal,9,Double
SiteOneLine.csv,Total Ceiling Area_Notes,146,Provides a description of the NULL values in the Total Ceiling Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Total Ceiling U-Value,147,Average thermal transmittance (U-value) of all ceiling thermal boundaries,BTU / (hr x F x square feet),"0.15; 
0.1; 
0.08; 
0.03; 
0.23; 
0.26",decimal,9,Double
SiteOneLine.csv,Total Ceiling U-Value_Notes,148,Provides a description of the NULL values in the Total Ceiling U-Value field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,Ceiling UA,149,Total ceiling heat-loss rate for the site,BTU / (hr x F),"162; 
108; 
131; 
197; 
184; 
213",decimal,9,Double
SiteOneLine.csv,Ceiling UA_Notes,150,Provides a description of the NULL values in the Ceiling UA field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,Adiabatic Wall Area,151,Total square footage of the adiabatic wall thermal boundary ,Square feet,"720; 
1372; 
292.5; 
134; 
200; 
1088",decimal,9,Double
SiteOneLine.csv,Adiabatic Wall Area_Notes,152,Provides a description of the NULL values in the Adiabatic Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Adiabatic Wall U-Value,153,Thermal transmittance (U-value) of the adiabatic wall,BTU / (hr x F x square feet),,decimal,9,Double
SiteOneLine.csv,Adiabatic Wall U-Value_Notes,154,Provides a description of the NULL values in the Adiabatic Wall U-Value field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed Wall Area,155,Total square footage of the framed wall thermal boundary ,Square feet,,decimal,9,Double
SiteOneLine.csv,Framed Wall Area_Notes,156,Provides a description of the NULL values in the Framed Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed Wall U-Value,157,Thermal transmittance (U-value) of the framed wall,BTU / (hr x F x square feet),,decimal,9,Double
SiteOneLine.csv,Framed Wall U-Value_Notes,158,Provides a description of the NULL values in the Framed Wall U-Value field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed 2x2 Wall Area,159,Total square footage of the framed 2x2 wall thermal boundary ,Square feet,"960; 
974; 
1200; 
784; 
836; 
1026",decimal,9,Double
SiteOneLine.csv,Framed 2x2 Wall Area_Notes,160,Provides a description of the NULL values in the Framed 2x2 Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed 2x2 Wall U-Value,161,Thermal transmittance (U-value) of the 2x2 framed wall,BTU / (hr x F x square feet),"0.1466; 
0.0803; 
0.1466; 
0.0803; 
0.1466; 
0.0803",decimal,9,Double
SiteOneLine.csv,Framed 2x2 Wall U-Value_Notes,162,Provides a description of the NULL values in the Framed 2x2 Wall U-Value field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed 2x3 Wall Area,163,Total square footage of the framed 2x3 wall thermal boundary ,Square feet,"1178; 
1020; 
875; 
1050; 
992; 
825",decimal,9,Double
SiteOneLine.csv,Framed 2x3 Wall Area_Notes,164,Provides a description of the NULL values in the Framed 2x3 Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed 2x3 Wall U-Value,165,Thermal transmittance (U-value) of the 2x3 framed wall,BTU / (hr x F x square feet),"0.1173; 
0.0926; 
0.0923; 
0.0978; 
0.1173; 
0.0926",decimal,9,Double
SiteOneLine.csv,Framed 2x3 Wall U-Value_Notes,166,Provides a description of the NULL values in the Framed 2x3 Wall U-Value field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed 2x4 Wall Area,167,Total square footage of the framed 2x4 wall thermal boundary ,Square feet,"1072.5; 
1008; 
1200; 
1320; 
1080; 
992",decimal,9,Double
SiteOneLine.csv,Framed 2x4 Wall Area_Notes,168,Provides a description of the NULL values in the Framed 2x4 Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed 2x4 Wall U-Value,169,Thermal transmittance (U-value) of the 2x4 framed wall,BTU / (hr x F x square feet),"0.0838; 
0.1466; 
0.0978; 
0.1173; 
0.1169; 
0.39",decimal,9,Double
SiteOneLine.csv,Framed 2x4 Wall U-Value_Notes,170,Provides a description of the NULL values in the Framed 2x4 Wall U-Value field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,Framed 2x6 Wall Area,171,Total square footage of the framed 2x6 wall thermal boundary ,Square feet,"1155; 
1535.5; 
1344; 
1106; 
1808; 
1376",decimal,9,Double
SiteOneLine.csv,Framed 2x6 Wall Area_Notes,172,Provides a description of the NULL values in the Framed 2x6 Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed 2x6 Wall U-Value,173,Thermal transmittance (U-value) of the 2x6 framed wall,BTU / (hr x F x square feet),"0.0978; 
0.0533; 
0.0489; 
0.23; 
0.0838; 
0.0606",decimal,9,Double
SiteOneLine.csv,Framed 2x6 Wall U-Value_Notes,174,Provides a description of the NULL values in the Framed 2x6 Wall U-Value field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,Framed 2x8 Wall Area,175,Total square footage of the framed 2x8 wall thermal boundary ,Square feet,"1489; 
3413; 
2952; 
2933; 
1870; 
816",decimal,9,Double
SiteOneLine.csv,Framed 2x8 Wall Area_Notes,176,Provides a description of the NULL values in the Framed 2x8 Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed 2x8 Wall U-Value,177,Thermal transmittance (U-value) of the 2x8 framed wall,BTU / (hr x F x square feet),"0.0391; 
0.0451; 
0.0333; 
0.0354; 
0.0391; 
0.0451",decimal,9,Double
SiteOneLine.csv,Framed 2x8 Wall U-Value_Notes,178,Provides a description of the NULL values in the Framed 2x8 Wall U-Value field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,Framed Alternative Framed Wall Area,179,Total square footage of the framed alternative framed wall thermal boundary,Square feet,"1264; 
624; 
2816; 
1264; 
624; 
2816",decimal,9,Double
SiteOneLine.csv,Framed Alternative Framed Wall Area_Notes,180,Provides a description of the NULL values in the Framed Alternative Framed Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Framed Alternative Framed Wall U-Value,181,Thermal transmittance (U-value) of the alternative framed wall,BTU / (hr x F x square feet),"0.0391; 
0.0377; 
0.0391; 
0.0377; 
0.0391; 
0.0377",decimal,9,Double
SiteOneLine.csv,Framed Alternative Framed Wall U-Value_Notes,182,Provides a description of the NULL values in the Framed Alternative Framed Wall U-Value field,,"N/A; 
Exclude; 
N/A; 
Exclude; 
N/A; 
Exclude",varchar,250,Char
SiteOneLine.csv,ICF Wall Area,183,Total square footage of the ICF wall thermal boundary ,Square feet,"1040; 
3063; 
1137; 
1890; 
2805; 
1040",decimal,9,Double
SiteOneLine.csv,ICF Wall Area_Notes,184,Provides a description of the NULL values in the ICF Wall Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,ICF Wall U-Value,185,Thermal transmittance (U-value) of the ICF wall,BTU / (hr x F x square feet),"0.0482; 
0.0482; 
0.0482; 
0.0482; 
0.0482; 
0.0482",decimal,9,Double
SiteOneLine.csv,ICF Wall U-Value_Notes,186,Provides a description of the NULL values in the ICF Wall U-Value field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
